"branch","ncust","customer","age","ed","employ","address","income","debtinc","creddebt","othdebt","default"
20,4650,98410,26,"Bac+3",4,4,50,0.8,0.1324,0.2676,"Non"
20,4650,98648,19,"Bac+2",0,0,36,6.7,0.890028,1.521972,"Non"
20,4650,98678,51,"Bac+2",28,20,134,4.1,1.752586,3.741414,"Non"
20,4650,98849,46,"Niveau bac",13,12,94,15.7,8.308754,6.449246,"Oui"
20,4650,98854,23,"Bac+3",1,1,30,13.6,2.04,2.04,"Oui"
20,4650,98855,19,"Bac+2",0,0,20,5.6,0.15568,0.96432,"Oui"
20,4650,98961,23,"Bac+2",3,1,27,17.8,0.927558,3.878442,"Oui"
20,4650,98987,21,"Bac+3",0,0,35,6.8,0.90916,1.47084,"Oui"
20,4650,99058,20,"Bac+3",0,0,35,5.8,0.76125,1.26875,"Non"
20,4650,99139,23,"Bac+4",0,2,36,1.1,0.10494,0.29106,"Non"
20,4650,99161,46,"Bac+3",2,14,27,12.1,0.545589,2.721411,"Non"
20,4650,99306,43,"Bac+2",20,8,180,7.3,4.2048,8.9352,"Non"
20,4650,99337,27,"Bac+2",5,3,28,5.2,0.496496,0.959504,"Non"
20,4650,99378,22,"Bac+3",1,2,27,9.8,0.246078,2.399922,"Non"
20,4650,99388,41,"Bac+2",13,7,50,14.2,3.7204,3.3796,"Oui"
20,4650,99436,20,"Bac+3",0,0,45,7.7,1.14345,2.32155,"Oui"
20,4650,99476,68,"Bac+2",0,17,22,12.5,1.0505,1.6995,"Non"
20,4650,99524,31,"Bac+4",0,7,41,3.8,1.11397,0.44403,"Non"
20,4650,99592,54,"Bac+2",2,21,32,6.7,0.173664,1.970336,"Non"
20,4650,99634,32,"Bac+2",12,6,61,8.2,0.295118,4.706882,"Non"
25,3491,120070,27,"Bac+2",4,2,34,15.1,0.836842,4.297158,"Non"
25,3491,120117,47,"Bac+2",13,19,58,3.5,0.61915,1.41085,"Non"
25,3491,120174,69,"Bac+4",7,20,75,13.5,1.03275,9.09225,"Oui"
25,3491,120175,45,"Bac+2",7,8,32,5.4,0.1296,1.5984,"Non"
25,3491,120194,29,"Bac+3",2,5,31,6.8,1.41236,0.69564,"Non"
25,3491,120199,29,"Bac+3",4,5,67,7.9,0.931568,4.361432,"Non"
25,3491,120278,27,"Niveau bac",5,2,33,5.1,0.578952,1.104048,"Non"
25,3491,120304,21,"Bac+3",0,1,55,17.1,6.90327,2.50173,"Oui"
25,3491,120306,26,"Bac+3",4,4,28,15,2.3814,1.8186,"Non"
25,3491,120397,56,"Bac+3",26,13,384,11.2,23.310336,19.697664,"Oui"
25,3491,120428,38,"Bac+4",4,8,91,3.9,1.015014,2.533986,"Oui"
25,3491,120482,42,"Bac+4",17,8,54,10.3,0.294786,5.267214,"Non"
25,3491,120614,37,"Bac+2",17,6,123,10.6,3.885324,9.152676,"Non"
25,3491,120633,64,"Bac+3",15,22,227,29.9,35.97269,31.90031,"Oui"
25,3491,120651,39,"Bac+2",0,10,38,7.5,0.1995,2.6505,"Non"
25,3491,120658,21,"Bac+2",1,0,20,20.3,0.41412,3.64588,"Non"
25,3491,120708,30,"Bac+4",5,3,62,2.6,0.70122,0.91078,"Non"
25,3491,120724,52,"Bac+2",9,12,72,15.4,4.080384,7.007616,"Non"
25,3491,120769,40,"Bac+4",5,9,62,8,1.49296,3.46704,"Oui"
25,3491,120942,19,"Bac+2",0,0,37,3,0.21312,0.89688,"Non"
25,3491,120999,22,"Bac+4",0,0,36,3.3,0.277992,0.910008,"Non"
25,3491,121055,36,"Bac+5 et plus",7,12,67,8.2,3.098616,2.395384,"Non"
25,3491,121097,47,"Bac+3",14,16,36,0.9,0.083916,0.240084,"Non"
25,3491,121151,32,"Bac+3",10,7,70,3.2,0.85344,1.38656,"Oui"
25,3491,121202,20,"Bac+2",0,0,26,4,0.39104,0.64896,"Oui"
25,3491,121206,22,"Bac+4",0,2,31,7.6,0.197904,2.158096,"Non"
25,3491,121261,23,"Bac+4",0,2,45,10.7,0.611505,4.203495,"Oui"
25,3491,121287,34,"Niveau bac",6,6,33,6.4,0.525888,1.586112,"Non"
25,3491,121353,23,"Bac+3",2,2,47,14.6,2.936936,3.925064,"Oui"
25,3491,121366,35,"Niveau bac",5,8,62,8.5,1.98679,3.28321,"Oui"
25,3491,121498,26,"Bac+2",2,4,30,40.7,5.4945,6.7155,"Oui"
25,3491,121541,18,"Bac+2",0,0,33,8.2,0.836154,1.869846,"Oui"
25,3491,121565,31,"Bac+2",11,8,47,26.9,3.514754,9.128246,"Non"
25,3491,121595,33,"Bac+3",3,2,46,3.8,0.407284,1.340716,"Non"
25,3491,121735,20,"Niveau bac",2,0,20,18.8,1.19192,2.56808,"Oui"
25,3491,121777,22,"Niveau bac",4,1,24,4.4,0.531168,0.524832,"Non"
25,3491,121795,26,"Bac+4",0,2,103,14.3,8.54282,6.18618,"Oui"
25,3491,121865,30,"Niveau bac",13,2,42,15.3,0.944622,5.481378,"Non"
25,3491,121921,40,"Bac+3",15,5,53,23.5,1.905615,10.549385,"Oui"
25,3491,122000,53,"Bac+2",24,8,129,2.7,1.006587,2.476413,"Non"
25,3491,122036,70,"Bac+2",27,21,92,9.3,3.011712,5.544288,"Non"
25,3491,122060,26,"Bac+5 et plus",0,3,49,4.4,0.94864,1.20736,"Non"
25,3491,122066,43,"Bac+2",16,7,119,18.1,8.163281,13.375719,"Oui"
25,3491,122084,38,"Bac+3",3,3,34,3.9,0.863226,0.462774,"Non"
25,3491,122192,24,"Bac+4",0,1,35,1.2,0.04242,0.37758,"Oui"
25,3491,122205,44,"Bac+4",21,14,314,4.7,3.497646,11.260354,"Non"
25,3491,122365,62,"Bac+5 et plus",31,14,699,5.9,6.59856,34.64244,"Non"
25,3491,122372,52,"Bac+3",24,10,403,5.1,8.323965,12.229035,"Non"
25,3491,122460,33,"Bac+4",3,2,40,1.2,0.25536,0.22464,"Non"
25,3491,122575,34,"Bac+2",4,8,46,5.5,0.70334,1.82666,"Non"
25,3491,122602,54,"Bac+4",0,14,66,9.6,1.983168,4.352832,"Non"
25,3491,122609,61,"Niveau bac",0,24,25,33,3.42375,4.82625,"Oui"
25,3491,122620,44,"Bac+5 et plus",2,13,91,4.8,1.022112,3.345888,"Oui"
25,3491,122653,22,"Bac+2",0,2,16,9.8,0.312032,1.255968,"Oui"
25,3491,122655,19,"Niveau bac",3,0,21,7.1,0.484575,1.006425,"Non"
25,3491,122694,20,"Bac+2",0,0,26,8.9,0.504452,1.809548,"Non"
25,3491,122889,35,"Bac+4",10,7,44,0.5,0.10846,0.11154,"Non"
25,3491,122943,24,"Bac+4",0,2,28,4,0.70448,0.41552,"Non"
25,3491,122999,30,"Bac+5 et plus",1,6,33,7.4,0.632478,1.809522,"Non"
25,3491,123027,21,"Niveau bac",1,1,29,24,2.19936,4.76064,"Non"
25,3491,123059,38,"Bac+5 et plus",9,11,66,1.2,0.589248,0.202752,"Non"
25,3491,123079,21,"Bac+2",1,1,37,8.5,0.896325,2.248675,"Non"
25,3491,123081,45,"Bac+4",7,13,42,36.8,10.185504,5.270496,"Oui"
25,3491,123128,22,"Bac+4",0,1,74,7.5,1.85925,3.69075,"Oui"
25,3491,123148,56,"Bac+2",34,21,475,2.3,3.878375,7.046625,"Non"
25,3491,123179,37,"Bac+2",9,11,41,2.9,0.110577,1.078423,"Non"
25,3491,123217,29,"Bac+2",3,2,42,9.3,1.765512,2.140488,"Non"
25,3491,123230,37,"Bac+4",10,6,97,8.3,2.01275,6.03825,"Non"
25,3491,123242,20,"Niveau bac",3,0,21,17.9,0.52626,3.23274,"Oui"
25,3491,123373,30,"Bac+3",6,4,20,9.7,0.51216,1.42784,"Oui"
25,3491,123402,26,"Bac+4",0,3,36,17.9,3.015792,3.428208,"Oui"
25,3491,123404,18,"Bac+2",0,0,47,3.6,1.213164,0.478836,"Non"
25,3491,123432,31,"Niveau bac",5,7,27,4.2,0.559062,0.574938,"Non"
25,3491,123464,44,"Bac+3",8,8,49,16.3,2.459996,5.527004,"Oui"
25,3491,123468,19,"Bac+2",0,0,24,12.5,0.936,2.064,"Oui"
49,4358,240017,77,"Bac+5 et plus",2,24,28,10.6,1.371216,1.596784,"Non"
49,4358,240070,37,"Bac+4",0,9,83,14.9,5.899059,6.467941,"Oui"
49,4358,240093,35,"Bac+4",9,6,123,6.1,1.703181,5.799819,"Non"
49,4358,240152,24,"Bac+4",0,0,64,13,3.97696,4.34304,"Oui"
49,4358,240202,59,"Bac+4",19,21,174,27.9,16.408548,32.137452,"Oui"
49,4358,240252,18,"Bac+2",0,0,27,4.1,0.169371,0.937629,"Oui"
49,4358,240302,38,"Bac+4",6,7,25,31.3,2.214475,5.610525,"Oui"
49,4358,240360,27,"Bac+3",3,5,26,2,0.0416,0.4784,"Oui"
49,4358,240403,49,"Bac+2",15,11,35,3,0.735,0.315,"Non"
49,4358,240497,24,"Bac+3",1,2,23,14.8,0.796536,2.607464,"Oui"
49,4358,240505,27,"Bac+4",3,5,36,16.2,1.388016,4.443984,"Oui"
49,4358,240612,26,"Bac+2",2,4,26,14.5,0.55796,3.21204,"Non"
49,4358,240623,32,"Bac+4",0,6,37,3.1,0.592999,0.554001,"Oui"
49,4358,240675,53,"Bac+5 et plus",16,13,51,4.1,0.949314,1.141686,"Non"
49,4358,240676,19,"Bac+2",0,0,17,14.1,1.035504,1.361496,"Oui"
49,4358,240680,18,"Bac+2",0,0,19,6.4,0.3952,0.8208,"Oui"
49,4358,240694,19,"Bac+2",1,0,21,7.9,1.104894,0.554106,"Oui"
49,4358,240697,51,"Bac+2",25,16,96,21.5,7.30656,13.33344,"Non"
49,4358,240705,30,"Bac+5 et plus",3,2,40,16.9,2.21728,4.54272,"Oui"
49,4358,240722,63,"Niveau bac",22,21,61,13.5,1.82817,6.40683,"Non"
49,4358,240764,30,"Bac+4",1,4,73,29.8,7.048296,14.705704,"Oui"
49,4358,240789,27,"Bac+4",3,3,43,4.5,0.57663,1.35837,"Non"
49,4358,240792,42,"Bac+2",15,9,46,13.1,1.060576,4.965424,"Non"
49,4358,240895,24,"Bac+4",0,3,44,13.5,2.38194,3.55806,"Oui"
49,4358,241132,25,"Bac+2",3,2,23,5,0.27945,0.87055,"Non"
49,4358,241163,24,"Bac+4",0,3,49,5,0.8722,1.5778,"Oui"
49,4358,241191,36,"Bac+3",9,7,76,5.7,0.294576,4.037424,"Non"
49,4358,241279,44,"Bac+2",11,12,50,22,2.112,8.888,"Non"
49,4358,241350,23,"Bac+3",0,1,45,15.8,1.12338,5.98662,"Non"
49,4358,241424,32,"Bac+3",1,4,26,3.3,0.236808,0.621192,"Non"
49,4358,241525,32,"Bac+2",9,7,53,14.9,5.812192,2.084808,"Oui"
49,4358,241582,30,"Bac+3",3,6,34,14.3,2.255968,2.606032,"Oui"
49,4358,241594,30,"Niveau bac",4,3,36,9.6,0.82944,2.62656,"Oui"
49,4358,241732,23,"Niveau bac",0,2,16,17.2,0.90816,1.84384,"Oui"
49,4358,241770,46,"Niveau bac",11,8,61,10.4,3.444792,2.899208,"Non"
49,4358,241837,59,"Niveau bac",33,17,308,6.7,7.387688,13.248312,"Non"
49,4358,241859,39,"Bac+5 et plus",1,10,185,7,10.45065,2.49935,"Oui"
49,4358,241980,29,"Bac+5 et plus",3,3,55,27.1,8.3468,6.5582,"Oui"
49,4358,242108,30,"Niveau bac",12,5,35,5.7,1.33665,0.65835,"Non"
49,4358,242216,23,"Bac+4",0,2,29,9.4,0.839608,1.886392,"Oui"
49,4358,242303,22,"Bac+4",0,1,76,7.7,3.616536,2.235464,"Non"
49,4358,242345,27,"Bac+4",0,4,46,1.9,0.232484,0.641516,"Oui"
49,4358,242430,30,"Bac+3",0,5,70,6.9,0.37191,4.45809,"Oui"
49,4358,242464,42,"Bac+5 et plus",12,13,34,6.1,0.557906,1.516094,"Non"
49,4358,242467,29,"Bac+4",2,3,55,15.6,1.48434,7.09566,"Oui"
49,4358,242560,34,"Bac+4",8,7,30,5.7,1.08243,0.62757,"Non"
49,4358,242597,31,"Bac+2",11,7,51,12.4,4.135896,2.188104,"Oui"
49,4358,242601,35,"Bac+4",10,4,53,19,3.63527,6.43473,"Non"
49,4358,242691,19,"Niveau bac",2,0,21,12,0.15372,2.36628,"Non"
49,4358,242840,25,"Bac+4",0,2,35,0.6,0.07119,0.13881,"Non"
49,4358,243028,38,"Bac+5 et plus",11,8,40,8.8,1.6544,1.8656,"Non"
49,4358,243048,18,"Bac+2",0,0,34,2.8,0.292264,0.659736,"Non"
49,4358,243058,53,"Bac+2",10,14,62,13.4,2.376088,5.931912,"Oui"
49,4358,243076,31,"Niveau bac",10,5,60,27.3,6.27354,10.10646,"Oui"
49,4358,243086,19,"Bac+2",0,0,21,2.5,0.03255,0.49245,"Non"
49,4358,243118,20,"Niveau bac",2,0,18,2.3,0.05589,0.35811,"Non"
49,4358,243175,21,"Bac+2",2,1,22,9.2,1.048432,0.975568,"Oui"
49,4358,243209,19,"Bac+2",0,0,17,5.5,0.50864,0.42636,"Non"
49,4358,243351,65,"Bac+2",25,20,48,7.7,2.812656,0.883344,"Non"
49,4358,243457,45,"Bac+5 et plus",18,12,88,9.6,4.038144,4.409856,"Non"
49,4358,243535,21,"Bac+3",0,1,22,1.5,0.09702,0.23298,"Non"
49,4358,243547,54,"Bac+3",8,10,67,10.5,1.245195,5.789805,"Non"
49,4358,243554,22,"Bac+4",0,2,24,8,0.63936,1.28064,"Oui"
49,4358,243564,20,"Bac+3",0,0,23,14.2,1.86162,1.40438,"Oui"
49,4358,243569,41,"Bac+2",12,9,58,13.1,3.783804,3.814196,"Non"
49,4358,243578,36,"Bac+2",14,3,71,6.9,1.425609,3.473391,"Non"
49,4358,243673,23,"Bac+2",2,2,34,3.3,0.21879,0.90321,"Non"
49,4358,243859,46,"Bac+3",8,6,119,5.6,1.112888,5.551112,"Oui"
49,4358,243958,39,"Bac+3",9,8,69,6,0.55476,3.58524,"Non"
49,4358,243998,54,"Bac+4",4,9,69,12,1.17576,7.10424,"Non"
49,4358,244010,75,"Niveau bac",22,23,56,7.8,1.786512,2.581488,"Non"
49,4358,244023,31,"Bac+4",1,7,69,0.4,0.189336,0.086664,"Non"
49,4358,244034,55,"Bac+2",32,8,229,4.9,3.02967,8.19133,"Non"
49,4358,244067,20,"Bac+3",0,0,18,17.4,0.42282,2.70918,"Non"
49,4358,244106,39,"Bac+5 et plus",3,9,42,15.2,3.077088,3.306912,"Non"
49,4358,244123,37,"Bac+3",2,8,55,8,1.6412,2.7588,"Non"
49,4358,244159,20,"Bac+3",0,0,41,4.3,0.470721,1.292279,"Non"
49,4358,244190,57,"Bac+4",10,10,149,10,3.6356,11.2644,"Non"
49,4358,244208,50,"Niveau bac",20,15,117,7.6,3.147768,5.744232,"Non"
49,4358,244269,33,"Niveau bac",2,7,28,1.6,0.13888,0.30912,"Non"
49,4358,244280,36,"Niveau bac",16,10,44,7.4,1.960112,1.295888,"Non"
49,4358,244337,37,"Bac+3",12,11,121,13.6,4.68996,11.76604,"Non"
49,4358,244354,27,"Bac+5 et plus",0,4,24,6.1,0.165432,1.298568,"Oui"
60,4098,295009,28,"Bac+4",5,5,112,9.9,0.931392,10.156608,"Non"
60,4098,295028,27,"Bac+3",4,5,40,13.2,3.72768,1.55232,"Non"
60,4098,295035,32,"Bac+3",4,3,37,4.1,0.477855,1.039145,"Oui"
60,4098,295083,24,"Bac+4",0,2,35,12.1,2.469005,1.765995,"Oui"
60,4098,295134,20,"Bac+2",0,0,44,3.9,1.065636,0.650364,"Non"
60,4098,295153,39,"Bac+4",16,4,47,16.5,4.15668,3.59832,"Non"
60,4098,295187,38,"Bac+4",11,8,145,18.5,1.44855,25.37645,"Non"
60,4098,295193,65,"Bac+2",38,11,352,2.5,0.3872,8.4128,"Non"
60,4098,295270,56,"Bac+2",34,19,215,13.9,14.374685,15.510315,"Non"
60,4098,295339,20,"Niveau bac",0,1,18,9.5,0.15903,1.55097,"Non"
60,4098,295367,62,"Niveau bac",4,13,27,13.2,1.72854,1.83546,"Non"
60,4098,295386,39,"Bac+2",13,8,112,21.2,4.63008,19.11392,"Oui"
60,4098,295449,29,"Bac+4",3,2,102,9.8,4.828068,5.167932,"Oui"
60,4098,295465,30,"Bac+4",4,6,46,3.9,1.2558,0.5382,"Non"
60,4098,295472,52,"Bac+3",21,14,121,2.4,0.389136,2.514864,"Non"
60,4098,295518,48,"Bac+5 et plus",19,11,326,10.6,21.182828,13.373172,"Oui"
60,4098,295658,20,"Niveau bac",2,0,42,3.1,0.893172,0.408828,"Oui"
60,4098,295711,68,"Niveau bac",51,26,274,7,8.59264,10.58736,"Non"
60,4098,295815,47,"Niveau bac",16,15,51,14.2,3.396498,3.845502,"Non"
60,4098,295930,36,"Bac+2",9,10,35,0.8,0.08652,0.19348,"Non"
60,4098,295938,30,"Bac+4",1,6,107,8.9,1.437973,8.085027,"Oui"
60,4098,296049,24,"Bac+4",0,2,49,13.6,3.038784,3.625216,"Oui"
60,4098,296068,31,"Bac+2",0,6,34,4.2,0.714,0.714,"Oui"
60,4098,296183,41,"Bac+4",15,13,89,9.2,2.554656,5.633344,"Non"
60,4098,296309,19,"Bac+2",0,0,25,24.7,1.228825,4.946175,"Oui"
60,4098,296317,20,"Bac+3",0,1,23,1,0.02369,0.20631,"Non"
60,4098,296325,30,"Bac+2",8,5,65,9.2,2.44582,3.53418,"Non"
60,4098,296347,42,"Bac+2",5,12,72,19.3,0.250128,13.645872,"Non"
60,4098,296493,24,"Bac+4",0,2,38,1.6,0.034048,0.573952,"Non"
60,4098,296589,38,"Bac+2",16,6,71,6.6,1.537008,3.148992,"Non"
60,4098,296685,48,"Bac+2",7,11,80,3.7,0.78736,2.17264,"Non"
60,4098,296709,49,"Bac+4",0,11,77,2,0.20944,1.33056,"Non"
60,4098,296763,18,"Bac+2",0,0,29,25.9,2.388498,5.122502,"Oui"
60,4098,296812,64,"Bac+2",11,28,27,2.4,0.082296,0.565704,"Non"
60,4098,296988,49,"Bac+3",2,17,36,23.6,2.659248,5.836752,"Oui"
60,4098,297063,28,"Bac+2",3,5,64,9.4,1.034752,4.981248,"Oui"
60,4098,297090,27,"Bac+2",4,3,32,6.7,0.555296,1.588704,"Oui"
60,4098,297143,24,"Bac+4",0,2,40,8.6,1.204,2.236,"Non"
60,4098,297166,23,"Niveau bac",2,2,38,12.2,2.22528,2.41072,"Oui"
60,4098,297181,43,"Bac+5 et plus",3,8,30,3.1,0.34224,0.58776,"Non"
60,4098,297207,29,"Bac+5 et plus",1,5,51,12.5,2.428875,3.946125,"Non"
60,4098,297308,22,"Bac+4",0,1,20,6.5,0.6019,0.6981,"Oui"
60,4098,297357,30,"Bac+3",8,3,65,8.8,1.9162,3.8038,"Non"
60,4098,297360,37,"Bac+3",3,4,57,10.8,0.720252,5.435748,"Oui"
60,4098,297382,27,"Bac+2",4,1,36,14.7,1.460592,3.831408,"Oui"
60,4098,297384,22,"Bac+4",0,1,29,3.7,0.079402,0.993598,"Non"
60,4098,297466,28,"Bac+5 et plus",1,3,77,0.2,0.057596,0.096404,"Non"
60,4098,297533,69,"Bac+2",24,22,84,20.2,5.633376,11.334624,"Non"
60,4098,297538,26,"Bac+2",5,2,42,10.6,2.128056,2.323944,"Oui"
60,4098,297698,51,"Bac+3",9,15,96,16.8,0.580608,15.547392,"Oui"
60,4098,297702,20,"Bac+3",0,0,77,9.6,3.851232,3.540768,"Oui"
60,4098,297820,24,"Bac+3",2,0,43,7.3,1.243044,1.895956,"Non"
60,4098,297849,53,"Niveau bac",17,9,59,0.5,0.032155,0.262845,"Non"
60,4098,297867,29,"Bac+2",0,4,28,4.7,0.139496,1.176504,"Oui"
60,4098,297897,52,"Bac+3",28,16,368,21.3,24.063888,54.320112,"Oui"
60,4098,297922,28,"Bac+3",4,4,20,21.1,0.5697,3.6503,"Non"
60,4098,297926,35,"Bac+2",17,5,160,13.5,9.072,12.528,"Oui"
60,4098,298020,34,"Bac+4",2,4,46,22.5,1.21095,9.13905,"Non"
60,4098,298250,39,"Niveau bac",20,10,52,19.7,2.325388,7.918612,"Non"
60,4098,298314,33,"Bac+4",4,6,24,27.7,3.204336,3.443664,"Oui"
60,4098,298328,65,"Bac+2",38,25,231,9.3,2.019402,19.463598,"Non"
60,4098,298383,35,"Bac+3",10,8,263,4.9,9.265753,3.621247,"Oui"
60,4098,298392,41,"Bac+2",22,7,226,17.4,7.117644,32.206356,"Oui"
60,4098,298415,23,"Bac+3",0,1,33,1.7,0.244035,0.316965,"Non"
60,4098,298439,23,"Niveau bac",5,1,23,24.3,3.504303,2.084697,"Oui"
60,4098,298509,34,"Bac+5 et plus",0,5,120,6.4,5.55264,2.12736,"Oui"
60,4098,298541,18,"Bac+2",0,0,30,19.8,2.29878,3.64122,"Oui"
60,4098,298547,29,"Bac+5 et plus",3,2,26,7.8,0.458328,1.569672,"Non"
60,4098,298629,37,"Niveau bac",14,4,67,13.4,2.118808,6.859192,"Non"
60,4098,298696,37,"Bac+3",4,6,53,15.5,1.26511,6.94989,"Non"
60,4098,298857,45,"Bac+4",16,13,53,5.7,0.933489,2.087511,"Non"
60,4098,298915,48,"Bac+3",4,12,57,12.1,2.462229,4.434771,"Non"
60,4098,298944,36,"Niveau bac",12,5,55,5.8,1.19625,1.99375,"Non"
60,4098,298965,26,"Bac+2",1,3,42,1.5,0.08379,0.54621,"Oui"
60,4098,298976,37,"Bac+2",2,9,31,9.6,1.538592,1.437408,"Non"
60,4098,298996,27,"Bac+4",1,2,21,14.4,0.517104,2.506896,"Non"
60,4098,299036,26,"Niveau bac",6,2,46,9.8,0.3381,4.1699,"Non"
64,1919,315016,32,"Bac+3",7,5,34,10.7,0.516596,3.121404,"Non"
64,1919,315053,23,"Bac+3",0,1,16,7.8,0.351936,0.896064,"Non"
64,1919,315060,58,"Bac+3",18,13,54,4.2,0.821016,1.446984,"Non"
64,1919,315086,34,"Niveau bac",0,7,26,1.9,0.175864,0.318136,"Non"
64,1919,315102,30,"Bac+2",0,4,17,4.9,0.411502,0.421498,"Oui"
64,1919,315108,25,"Bac+3",2,3,52,7.7,1.073072,2.930928,"Non"
64,1919,315169,34,"Bac+4",1,7,40,17.6,1.67552,5.36448,"Oui"
64,1919,315203,64,"Niveau bac",7,26,24,6.5,0.29172,1.26828,"Non"
64,1919,315234,21,"Bac+2",1,1,29,0.9,0.023229,0.237771,"Non"
64,1919,315273,50,"Bac+4",9,11,24,15.7,0.58404,3.18396,"Non"
64,1919,315276,25,"Bac+4",0,2,29,15.7,1.825753,2.727247,"Oui"
64,1919,315313,27,"Bac+2",6,5,20,13.2,1.44408,1.19592,"Non"
64,1919,315326,25,"Bac+3",4,3,41,18.4,2.006704,5.537296,"Non"
64,1919,315336,27,"Bac+4",3,5,41,4.8,0.554976,1.413024,"Oui"
64,1919,315373,26,"Bac+2",4,4,31,5.5,0.25234,1.45266,"Non"
64,1919,315412,49,"Bac+2",6,12,49,1.7,0.504798,0.328202,"Non"
64,1919,315422,30,"Bac+2",4,2,55,5.5,1.452,1.573,"Non"
64,1919,315442,37,"Niveau bac",16,8,43,5.6,0.642936,1.765064,"Non"
64,1919,315481,34,"Bac+2",9,3,62,8,0.3968,4.5632,"Non"
64,1919,315507,50,"Bac+4",23,11,104,4.8,0.933504,4.058496,"Non"
64,1919,315514,19,"Bac+2",0,0,20,3.1,0.25978,0.36022,"Oui"
64,1919,315544,18,"Bac+2",0,0,15,12.2,0.366,1.464,"Non"
64,1919,315548,24,"Bac+4",0,2,32,5.6,0.249088,1.542912,"Oui"
64,1919,315568,30,"Bac+2",5,6,26,14.8,0.973544,2.874456,"Oui"
64,1919,315609,36,"Bac+2",1,4,55,19.6,6.3602,4.4198,"Oui"
64,1919,315619,32,"Bac+4",0,5,38,3.7,0.181374,1.224626,"Oui"
64,1919,315633,41,"Bac+4",2,7,94,7,1.16466,5.41534,"Non"
64,1919,315665,47,"Bac+2",28,11,189,3.2,4.179168,1.868832,"Non"
64,1919,315754,53,"Bac+5 et plus",9,11,97,22.3,9.214806,12.416194,"Oui"
64,1919,315800,18,"Bac+2",0,0,14,4.3,0.149898,0.452102,"Non"
64,1919,315821,28,"Niveau bac",7,2,52,22.1,6.78028,4.71172,"Oui"
64,1919,315831,34,"Bac+2",4,8,49,3.1,0.036456,1.482544,"Non"
64,1919,315838,20,"Niveau bac",2,0,16,4.7,0.253424,0.498576,"Non"
64,1919,315857,34,"Niveau bac",11,6,54,10.6,3.11958,2.60442,"Non"
64,1919,315898,34,"Bac+2",8,7,30,24.3,0.21141,7.07859,"Non"
64,1919,316013,21,"Bac+2",0,1,20,2.2,0.10076,0.33924,"Non"
64,1919,316033,27,"Bac+5 et plus",0,3,25,22.9,1.08775,4.63725,"Oui"
64,1919,316060,35,"Bac+2",15,3,30,21.3,1.28439,5.10561,"Non"
64,1919,316077,22,"Bac+4",0,2,26,6,0.0156,1.5444,"Non"
64,1919,316104,65,"Niveau bac",38,13,143,11.1,1.174602,14.698398,"Non"
64,1919,316135,43,"Bac+3",5,11,27,21.2,2.827656,2.896344,"Oui"
64,1919,316149,23,"Bac+4",0,2,23,18,0.50922,3.63078,"Oui"
64,1919,316159,66,"Bac+2",43,22,152,9,5.0616,8.6184,"Non"
